FIELD_NAME,DESCRIPTION,DATA_TYPE,INPUT_FIELD,CALCULATED_FIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_XRD_FSS1,End Date (last day benefit payable) of the Initial XRD Free Surviving Spouse Benefit (Life=12/01/2099) (This is for the pre-60 free surviving spouse benefit only) ,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EED_XRD_FSS1,Eligibility End Date (last day of eligibility) of the Initial XRD Free Surviving Spouse Benefit (Life=12/01/2099) (This is for the pre-60 free surviving spouse benefit only),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_XRD_FSS2,Start Date of the Secondary XRD Free Surviving Spouse Benefit,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_XRD_FSS2,End Date (last day benefit payable) of the Secondary  XRD Free Surviving Spouse Benefit (Life=12/01/2099) ,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EED_XRD_FSS2,Eligibility End Date (last day of eligibility)  of the Secondary XRD Free Surviving Spouse Benefit (Life=12/01/2099) ,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_XRD_MED_BENE,Start Date of the Beneficiary's XRD Medicare Benefit,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_XRD_MED_BENE,End Date (last day benefit payable) of the Beneficiary's XRD Medicare Benefit (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EED_XRD_MED_BENE,Eligibility End Date (last day of eligibility) of the Beneficiarys XRD Medicare Benefit (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_EURD_SUPP1,Start Date of the 1st EURD Supplement,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_EURD_SUPP1,End Date (last day benefit payable) of the 1st EURD Supplement (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_EURD_SUPP2,Start Date of the 2nd EURD Supplement,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_EURD_SUPP2,End Date (last day benefit payable) of the 2nd EURD Supplement (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_EURD_SUPP3,Start Date of the 3rd EURD Supplement,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_EURD_SUPP3,End Date (last day benefit payable) of the 3rd EURD Supplement (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD_EURD_MED,Start Date of the EURD Medicare Benefit,DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ED_EURD_MED,End Date (last day benefit payable) of the EURD Medicare Benefit (Life=12/01/2099),DATE/TIME,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_XRD_SUPP1,Starting Age Nearest Birthday of the 1st XRD Supplement,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_XRD_SUPP1,Ending Age Nearest Birthday of the 1st XRD Supplement (Life=999),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_XRD_SUPP2,Starting Age Nearest Birthday of the 2nd XRD Supplement,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_XRD_SUPP2,Ending Age Nearest Birthday of the 2nd XRD Supplement (Life=999),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_XRD_SUPP3,Starting Age Nearest Birthday of the 3rd XRD Supplement,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_XRD_SUPP3,Ending Age Nearest Birthday of the 3rd XRD Supplement (Life=999),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_XRD_MED,Starting Age Nearest Birthday of the XRD Medicare Benefit,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_XRD_MED,Ending Age Nearest Birthday of the XRD Medicare Benefit (Life=999),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_XRD_FSS1,Starting Age Nearest Birthday of Initial XRD Free Surviving Spouse Benefit (assumed to be spouse's age so if loading participant's age enter participant's age plus 100),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_XRD_FSS1,Ending Age Nearest Birthday of the Initial XRD Free Surviving Spouse Benefit (Life=999) (assumed to be spouse's age so if loading participant's age enter participant's age plus 100),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEA_XRD_FSS1,Eligibility Ending Age Nearest Birthday of the Initial XRD Free Surviving Spouse Benefit (Life=999) (assumed to be spouse's age so if loading participant's age enter participant's age plus 100),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_XRD_FSS2,Starting Age Nearest Birthday of the Secondary XRD Free Surviving Spouse Benefit (assumed to be spouse's age so if loading participant's age enter participant's age plus 100),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_XRD_FSS2,Ending Age Nearest Birthday of the Secondary XRD Free Surviving Spouse Benefit (Life=999) (assumed to be spouse's age so if loading participant's age enter participant's age plus 100),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEA_XRD_FSS2,Eligibility Ending Age Nearest Birthday of the Secondary XRD Free Surviving Spouse Benefit (Life=999) (assumed to be spouse's age so if loading participant's age enter participant's age plus 100),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA_XRD_MED_BENE,Starting Age Nearest Birthday of the Beneficiary's XRD Medicare Benefit (assumed to be spouse's age so if loading participant's age enter participant's age plus 100),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA_XRD_MED_BENE,Ending Age Nearest Birthday of the Beneficiary's XRD Medicare Benefit (Life=999) (assumed to be spouse's age so if loading participant's age enter participant's age plus 100),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EEA_XRD_MED_BENE,Eligibility Ending Age Nearest Birthday of the Beneficiary's XRD Medicare Benefit (Life=999) (assumed to be spouse's age so if loading participant's age enter participant's age plus 100),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_CODE_SUPP1,"Benefit Form for 1st XRD Supplement
(0=SLA, 1=Same as Primary Level Life XRD Benefit) ",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_CODE_SUPP2,"Benefit Form for 2nd XRD Supplement
(0=SLA, 1=Same as Primary Level Life XRD Benefit) ",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_CODE_SUPP3,"Benefit Form for 3rd XRD Supplement
(0=SLA, 1=Same as Primary Level Life XRD Benefit) ",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORM_CODE_MED,"Benefit Form for Medicare Supplement
(0=SLA, 1=Same as Primary Level Life XRD Benefit) ",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLC,Voluntary Contributions WITHOUT Interest at DOPT,CURRENCY,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOLCWI,Voluntary Contributions WITH Interest at DOPT,CURRENCY,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELECTC,"Return of Contributions Elected Indicator (Y=Yes, N=No)",TEXT,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLAF,Level Life Adjustment Factor for Non-Level Benefit,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLBEN,Participant's Plan Level Life Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K1FACT,K1 Factor used to determine P% Before WAM Method (NO LONGER USED),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2FACT,K2 Factor used to determine P% Before WAM Method (NO LONGER USED),NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJVSA,Survivor percent (J&P%) using LLBEN for MGB and Phase-In Calculations ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURD_SUPP1,1st Termination EURD Supplement,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURD_SUPP2,2nd Termination EURD Supplement,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURD_SUPP3,3rd Termination EURD Supplement,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURD_MED,Termination EURD Medicare Supplement,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERD_SUPP1,1st Termination ERD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERD_SUPP2,2nd Termination ERD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERD_SUPP3,3rd Termination ERD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERD_MED,Termination ERD Medicare Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_SUPP1_TITLE_IV,1st Title IV XRD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_SUPP2_TITLE_IV,2nd Title IV XRD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_SUPP3_TITLE_IV,3rd Title IV XRD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_MED_TITLE_IV,Title IV XRD Medicare Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_FSS1_TITLE_IV,Title IV Initial XRD Free Surviving Spouse Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_FSS2_TITLE_IV,Title IV Secondary XRD Free Surviving Spouse Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_MED_BENE_TITLE_IV,Beneficiary's Title IV XRD Medicare Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_SUPP1_4022C,1st 4022(c) XRD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_SUPP2_4022C,2nd 4022(c) XRD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_SUPP3_4022C,3rd 4022(c) XRD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_MED_4022C,4022(c) XRD Medicare Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_FSS1_4022C,4022(c) Initial XRD Free Surviving Spouse Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_FSS2_4022C,4022(c) Secondary XRD Free Surviving Spouse Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_MED_BENE_4022C,Beneficiary's 4022(c) XRD Medicare Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_SUPP1_TERM,1st Termination XRD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_SUPP2_TERM,2nd Termination XRD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_SUPP3_TERM,3rd Termination XRD Supplement,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_MED_TERM,Termination XRD Medicare Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_FSS1_TERM,Termination Initial XRD Free Surviving Spouse Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_FSS2_TERM,Termination Secondary XRD Free Surviving Spouse Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XRD_MED_BENE_TERM,Beneficiary's Termination XRD Medicare Benefit,CURRENCY,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORE_PAYAMT_IND,"Indicator (Y=Yes, N = No) that this participant may have more than three (3) final payment streams (more than 3 different check amounts) payable over the course of his/her retirement. (NO LONGER USED- Spectrum has not limit on payment streams)",TEXT,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVF_SUPP1,PBGC Present Value Factor for XRD_SUPP1_TERM using annuity assumptions,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVF_SUPP2,PBGC Present Value Factor for XRD_SUPP2_TERM using annuity assumptions,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVF_SUPP3,PBGC Present Value Factor for XRD_SUPP3_TERM using annuity assumptions,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVF_MED,PBGC Present Value Factor for XRD_MED_TERM using annuity assumptions,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVF_FSS1,PBGC Present Value Factor for XRD_FSS1_TERM using annuity assumptions,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVF_FSS2,PBGC Present Value Factor for XRD_FSS2_TERM using annuity assumptions,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVF_MED_BENE,PBGC Present Value Factor for XRD_MED_BENE_TERM using annuity assumptions,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC1_LEVEL_MB,PC1 - Level Monthly Benefit,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_BAS_SUPP1_MB,1st Supplement for PC3 - Basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_NBAS_SUPP1_MB,1st Supplement for PC3 - Non-Basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_BAS_SUPP2_MB,2nd Supplement for PC3 - Basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_NBAS_SUPP2_MB,2nd Supplement for PC3 - Non-Basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_BAS_SUPP3_MB,3rd Supplement for PC3 - Basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_NBAS_SUPP3_MB,3rd PC3 Supplement for PC3 - Non-Basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_BAS_FSS1_MB,Initial free surviving spouse benefit for PC3 - basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_NBAS_FSS1_MB,Initial free surviving spouse benefit for PC3 - Non-Basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_BAS_FSS2_MB,Secondary free surviving spouse benefit for PC3 - Basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_NBAS_FSS2_MB,Secondary free surviving spouse benefit for PC3 - Non-Basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_BAS_MED_MB,Medicare Benefit for PC3 - Basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC3_NBAS_MED_MB,Medicare Benefit for PC3 - Non-Basic,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4_SUPP1_MB,1st Supplement for PC4,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4_SUPP2_MB,2nd Supplement for PC4,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4_SUPP3_MB,3rd Supplement for PC4,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4_FSS1_MB,Initial free surviving spouse benefit for PC4,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4_FSS2_MB,Secondary free surviving spouse benefit for PC4,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4_MED_MB,Medicare Benefit for PC4,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4A_SUPP1_MB,1st Supplement for PC4A (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4A_SUPP2_MB,2nd Supplement for PC4A (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4A_SUPP3_MB,3rd Supplement for PC4A (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4A_FSS1_MB,Initial Free Surviving Spouse Benefit for PC4A (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4A_FSS2_MB,Secondary Free Surviving Spouse Benefit for PC4A (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4A_MED_MB,Medicare Benefit for PC4A (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4B_SUPP1_MB,1st Supplement for PC4B (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4B_SUPP2_MB,2nd Supplement for PC4B (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4B_SUPP3_MB,3rd Supplement for PC4B (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4B_FSS1_MB,Initial Free Surviving Spouse Benefit for PC4B (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4B_FSS2_MB,Secondary Free Surviving Spouse Benefit for PC4B (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC4B_MED_MB,Medicare Benefit for PC4B (for substantial or majority owners owners and benefits reduced for PBGC’s Aggregate Maximum Limitation) ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC5_SUPP1_MB,1st Supplement for PC5,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC5_SUPP2_MB,2nd Supplement for PC5,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC5_SUPP3_MB,3rd Supplement for PC5,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC5_FSS1_MB,Initial free surviving spouse benefit for PC5,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC5_FSS2_MB,Secondary free surviving spouse benefit for PC5,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC5_MED_MB,Medicare Benefit for PC5,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC6_SUPP1_MB,1st Supplement for PC6,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC6_SUPP2_MB,2nd Supplement for PC6,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC6_SUPP3_MB,3rd Supplement for PC6,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC6_FSS1_MB,Initial free surviving spouse benefit for PC6,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC6_FSS2_MB,Secondary free surviving spouse benefit for PC6,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC6_MED_MB,Medicare Benefit for PC6,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX_LEVEL_MB,Level monthly benefit for excess asset allocation,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX_SUPP1_MB,1st Supplment for excess asset allocation,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX_SUPP2_MB,2nd Supplment for excess asset allocation,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX_SUPP3_MB,3rd Supplment for excess asset allocation,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX_FSS1_MB,Initial free surviving spouse benefit for excess asset allocation ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCX_FSS2_MB,Secondary free surviving spouse benefit for excess asset allocation ,NUMBER,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
